email,name,password,confirmpassword,phoneNumber,emailLogin,passwordLogin,NationalId,to,from,item,weight,location,targetLocation,category,buyOrdeliver,price,date,toupdate
test43@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test44@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test45@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test46@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test47@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test48@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test49@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test50@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test51@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test52@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test53@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test54@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test55@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test56@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test57@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test58@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test59@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test60@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test61@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test62@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test63@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test64@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test65@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test66@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test67@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test68@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test69@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test70@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test71@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test72@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test73@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test74@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test75@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test76@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test77@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test78@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test79@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test80@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test81@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test82@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test83@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test84@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test85@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test86@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test87@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test88@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test89@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test90@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test91@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test92@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test93@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test94@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test95@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test96@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test97@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test98@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test99@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test100@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test101@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test102@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test103@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test104@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test105@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test106@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test107@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test108@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test109@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test110@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test111@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test112@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test113@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test114@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test115@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test116@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test117@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test118@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test119@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test120@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test121@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test122@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test123@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test124@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test125@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test126@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test127@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test128@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test129@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test130@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test131@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test132@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test133@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test134@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test135@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test136@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test137@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test138@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test139@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test140@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test141@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test142@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test143@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test144@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test145@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test146@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test147@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test148@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test149@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test150@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test151@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test152@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test153@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test154@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test155@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test156@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test157@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test158@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test159@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test160@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test161@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
test162@test.com,John Doe,Test1234,Test1234,'01114621092',test1@test.com,Test1234,'12005800015146',cairo,alex,gold,33,alex,cairo,bags,buy,40,2024-04-22,ksa
